"id","subject","ref_f0","dir_f0","ref_ser","dir_ser","ref_voice","dir_voice","vocoder","vocoder_name","vocoder_description","threshold","threshold_f0","threshold_ser","sd","response_datetime","i"
172,"S06",242,242,1,1.49830,"female","child-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",4.85010,0,4.85010,1.10370,"2013-12-12 09:56:26",20
173,"S06",242,242,1,1.49830,"female","child-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",2.79890,0,2.79890,0.14252,"2013-12-12 10:01:49",21
174,"S06",242,242,1,1.49830,"female","child-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",4.58580,0,4.58580,0.54772,"2013-12-12 10:08:10",22
175,"S06",242,242,1,1.49830,"female","child-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",6.28100,0,6.28100,2.50490,"2013-12-12 10:12:17",23
176,"S06",242,242,1,1.49830,"female","child-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",1.61260,0,1.61260,0.68387,"2013-12-12 10:15:29",24
177,"S06",242,242,1,1.49830,"female","child-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",0.98851,0,0.98851,0.11418,"2013-12-12 10:20:22",25
178,"S06",242,242,1,1.49830,"female","child-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",2.20960,0,2.20960,0.27386,"2013-12-12 10:24:53",26
179,"S06",242,242,1,1.49830,"female","child-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",1.92160,0,1.92160,0.41833,"2013-12-12 10:28:28",27
180,"S06",242,242,1,0.80292,"female","male-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",4.84520,0,-4.84520,0.54772,"2013-12-12 10:32:22",28
181,"S06",242,242,1,1.49830,"female","child-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",3.03940,0,3.03940,0.72579,"2013-12-12 10:35:31",29
182,"S06",242,242,1,1.49830,"female","child-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",3.18340,0,3.18340,0.79328,"2013-12-12 10:40:13",30
183,"S06",242,242,1,0.80292,"female","male-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",2.11790,0,-2.11790,0.67757,"2013-12-12 10:44:11",31
184,"S06",242,242,1,0.80292,"female","male-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",2.88110,0,-2.88110,0.90830,"2013-12-12 10:48:39",32
185,"S07",242,242,1,1.49830,"female","child-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",7.57600,0,7.57600,0.54772,"2013-12-09 15:08:43",1
186,"S07",242,242,1,1.49830,"female","child-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",6.33330,0,6.33330,1.18320,"2013-12-09 15:12:11",2
187,"S07",242,242,1,1.49830,"female","child-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",4.94770,0,4.94770,1.60300,"2013-12-09 15:15:02",3
188,"S07",242,242,1,0.80292,"female","male-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",4.33330,0,-4.33330,0.77460,"2013-12-09 15:18:47",4
189,"S07",242,242,1,1.49830,"female","child-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",5.06900,0,5.06900,1.06070,"2013-12-09 15:22:30",5
190,"S07",242,242,1,0.80292,"female","male-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",5.17850,0,-5.17850,1.30380,"2013-12-09 15:26:57",6
191,"S07",242,242,1,1.49830,"female","child-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",5.93590,0,5.93590,0.77460,"2013-12-09 15:30:01",7
192,"S07",242,242,1,0.80292,"female","male-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",4.99160,0,-4.99160,1.09540,"2013-12-09 15:33:36",8
193,"S07",242,242,1,1.49830,"female","child-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",4.80130,0,4.80130,1.89740,"2013-12-09 15:37:43",9
194,"S07",242,242,1,0.80292,"female","male-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",6.82150,0,-6.82150,1.61250,"2013-12-09 15:41:05",10
195,"S07",242,242,1,1.49830,"female","child-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",5.29780,0,5.29780,1.35510,"2013-12-09 15:44:45",11
196,"S07",242,242,1,1.49830,"female","child-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",4.01430,0,4.01430,1.40970,"2013-12-09 16:05:34",12
197,"S07",242,242,1,0.80292,"female","male-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",4.41420,0,-4.41420,1.35440,"2013-12-09 16:10:39",13
198,"S07",242,242,1,0.80292,"female","male-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",3.65480,0,-3.65480,0.80623,"2013-12-09 16:14:27",14
199,"S07",242,242,1,0.80292,"female","male-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",6.33330,0,-6.33330,2.09760,"2013-12-09 16:17:53",15
200,"S07",242,242,1,0.80292,"female","male-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",2.01750,0,-2.01750,0.58748,"2013-12-09 16:21:26",16
201,"S07",242,242,1,0.80292,"female","male-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",3.95710,0,-3.95710,0.41833,"2013-12-09 16:27:19",17
202,"S07",242,242,1,0.80292,"female","male-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",2.87620,0,-2.87620,0.41469,"2013-12-09 16:32:25",18
203,"S07",242,242,1,1.49830,"female","child-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",2.43520,0,2.43520,0.42089,"2013-12-09 16:36:17",19
204,"S07",242,242,1,0.80292,"female","male-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",2.75250,0,-2.75250,0.41833,"2013-12-09 16:41:00",20
205,"S07",242,242,1,0.80292,"female","male-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",5.95960,0,-5.95960,2.16300,"2013-12-13 11:55:39",21
206,"S07",242,242,1,0.80292,"female","male-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",6.82150,0,-6.82150,1.77120,"2013-12-13 11:59:50",22
207,"S07",242,242,1,0.80292,"female","male-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",3.72980,0,-3.72980,1.21770,"2013-12-13 12:02:43",23
208,"S07",242,242,1,1.49830,"female","child-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",2.78700,0,2.78700,1.05460,"2013-12-13 12:06:52",24
209,"S07",242,242,1,1.49830,"female","child-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",5.52370,0,5.52370,1.14020,"2013-12-13 12:10:52",25
210,"S07",242,242,1,1.49830,"female","child-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",3.81800,0,3.81800,0.72457,"2013-12-13 12:14:18",26
211,"S07",242,242,1,1.49830,"female","child-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",4.11440,0,4.11440,0.35957,"2013-12-13 12:18:43",27
212,"S07",242,242,1,0.80292,"female","male-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",3.05720,0,-3.05720,1.87610,"2013-12-13 12:22:27",28
213,"S07",242,242,1,0.80292,"female","male-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",2.82150,0,-2.82150,0.59161,"2013-12-13 12:26:13",29
214,"S07",242,242,1,1.49830,"female","child-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",3.23470,0,3.23470,0.41833,"2013-12-13 12:29:55",30
215,"S07",242,242,1,1.49830,"female","child-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",1.37570,0,1.37570,0.15570,"2013-12-13 12:35:10",31
216,"S07",242,242,1,1.49830,"female","child-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",1.83820,0,1.83820,0.51235,"2013-12-13 12:39:33",32
217,"S08",242,242,1,1.49830,"female","child-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",6.09760,0,6.09760,1.95190,"2013-12-17 12:04:08",1
218,"S08",242,242,1,1.49830,"female","child-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",3.53700,0,3.53700,0.59161,"2013-12-17 12:08:00",2
219,"S08",242,242,1,1.49830,"female","child-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",3.14050,0,3.14050,1.40290,"2013-12-17 12:11:11",3
220,"S08",242,242,1,0.80292,"female","male-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",3.87870,0,-3.87870,0.60386,"2013-12-17 12:15:16",4
221,"S08",242,242,1,1.49830,"female","child-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",3.52610,0,3.52610,2.25040,"2013-12-17 12:19:23",5
222,"S08",242,242,1,0.80292,"female","male-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",2.23220,0,-2.23220,0.38730,"2013-12-17 12:23:13",6
223,"S08",242,242,1,1.49830,"female","child-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",3.08580,0,3.08580,0.54772,"2013-12-17 12:26:52",7
224,"S08",242,242,1,0.80292,"female","male-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",6.64500,0,-6.64500,0.62279,"2013-12-17 12:30:05",8
225,"S08",242,242,1,1.49830,"female","child-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",2.70360,0,2.70360,0.59161,"2013-12-17 12:34:47",9
226,"S08",242,242,1,0.80292,"female","male-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",4.79640,0,-4.79640,1.55420,"2013-12-17 12:50:50",10
227,"S08",242,242,1,1.49830,"female","child-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",3.40730,0,3.40730,0.61092,"2013-12-17 12:55:04",11
228,"S08",242,242,1,1.49830,"female","child-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",5.93100,0,5.93100,2.45010,"2013-12-17 12:59:06",12
229,"S08",242,242,1,0.80292,"female","male-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",5.94630,0,-5.94630,2.37980,"2013-12-17 13:03:43",13
230,"S08",242,242,1,0.80292,"female","male-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",2.93930,0,-2.93930,0.85985,"2013-12-17 13:08:12",14
231,"S08",242,242,1,0.80292,"female","male-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",5.17850,0,-5.17850,0.83666,"2013-12-17 13:11:56",15
232,"S08",242,242,1,0.80292,"female","male-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",3.90140,0,-3.90140,0.61586,"2014-01-03 13:14:09",16
233,"S08",242,242,1,0.80292,"female","male-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",6.37870,0,-6.37870,1.65570,"2014-01-03 13:18:29",17
234,"S08",242,242,1,0.80292,"female","male-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",3.31730,0,-3.31730,0.54968,"2014-01-03 13:22:33",18
235,"S08",242,242,1,1.49830,"female","child-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",1.89890,0,1.89890,0.61586,"2014-01-03 13:26:56",19
236,"S08",242,242,1,0.80292,"female","male-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",6.01680,0,-6.01680,1.18320,"2014-01-03 13:31:02",20
237,"S08",242,242,1,0.80292,"female","male-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",2.02090,0,-2.02090,0.36791,"2014-01-03 13:34:56",21
238,"S08",242,242,1,0.80292,"female","male-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",4.67850,0,-4.67850,0.83666,"2014-01-03 13:39:15",22
239,"S08",242,242,1,0.80292,"female","male-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",6.33330,0,-6.33330,1.18320,"2014-01-03 13:58:19",23
240,"S08",242,242,1,1.49830,"female","child-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",3.53700,0,3.53700,0.59161,"2014-01-03 14:01:15",24
241,"S08",242,242,1,1.49830,"female","child-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",3.56900,0,3.56900,1.30380,"2014-01-03 14:04:40",25
242,"S08",242,242,1,1.49830,"female","child-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",3.58090,0,3.58090,1.15730,"2014-01-03 14:08:30",26
243,"S08",242,242,1,1.49830,"female","child-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",5.08090,0,5.08090,1.24150,"2014-01-03 14:12:23",27
244,"S08",242,242,1,0.80292,"female","male-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",5.59270,0,-5.59270,0.54772,"2014-01-03 14:16:30",28
245,"S08",242,242,1,0.80292,"female","male-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",2.65060,0,-2.65060,0.73606,"2014-01-03 14:19:47",29
246,"S08",242,242,1,1.49830,"female","child-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",4.80820,0,4.80820,2.06040,"2014-01-03 14:24:14",30
247,"S08",242,242,1,1.49830,"female","child-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",1.72090,0,1.72090,0.28878,"2014-01-03 14:28:36",31
248,"S08",242,242,1,1.49830,"female","child-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",1.70850,0,1.70850,0.27386,"2014-01-03 14:33:02",32
249,"S09",242,242,1,1.49830,"female","child-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",7.73080,0,7.73080,1.90380,"2013-12-18 13:34:08",1
250,"S09",242,242,1,1.49830,"female","child-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",13.13810,0,13.13810,0.77460,"2013-12-18 13:38:36",2
251,"S09",242,242,1,1.49830,"female","child-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",15.74750,0,15.74750,1.65880,"2013-12-18 13:41:35",3
252,"S09",242,242,1,0.80292,"female","male-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",10.56900,0,-10.56900,2.34370,"2013-12-18 13:45:43",4
253,"S09",242,242,1,1.49830,"female","child-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",10.72390,0,10.72390,1.41420,"2013-12-18 13:49:48",5
254,"S09",242,242,1,0.80292,"female","male-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",5.31800,0,-5.31800,2.69850,"2013-12-18 13:53:19",6
255,"S09",242,242,1,1.49830,"female","child-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",12.25250,0,12.25250,2.60500,"2013-12-18 13:58:05",7
256,"S09",242,242,1,0.80292,"female","male-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",11.74750,0,-11.74750,1.84390,"2013-12-18 14:22:04",8
257,"S09",242,242,1,1.49830,"female","child-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",10.27410,0,10.27410,1.74680,"2013-12-18 14:25:17",9
258,"S09",242,242,1,0.80292,"female","male-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",9.04040,0,-9.04040,1.18320,"2013-12-18 14:29:56",10
259,"S09",242,242,1,1.49830,"female","child-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",6.35700,0,6.35700,0.83666,"2013-12-18 14:32:44",11
260,"S09",242,242,1,1.49830,"female","child-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",9.09270,0,9.09270,1.56800,"2013-12-18 14:36:24",12
261,"S09",242,242,1,0.80292,"female","male-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",13.93100,0,-13.93100,2.60580,"2013-12-18 14:40:33",13
262,"S09",242,242,1,0.80292,"female","male-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",8.02370,0,-8.02370,1.51660,"2013-12-18 14:44:53",14
263,"S10",242,242,1,1.49830,"female","child-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",5.73920,0,5.73920,1.96400,"2013-12-19 15:36:13",1
264,"S10",242,242,1,1.49830,"female","child-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",7.17160,0,7.17160,2.48310,"2013-12-19 15:40:41",2
265,"S10",242,242,1,1.49830,"female","child-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",4.90240,0,4.90240,1,"2013-12-19 15:44:30",3
266,"S10",242,242,1,0.80292,"female","male-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",10.76430,0,-10.76430,1.47160,"2013-12-19 15:47:54",4
267,"S10",242,242,1,1.49830,"female","child-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",4.09420,0,4.09420,0.59161,"2013-12-19 15:50:13",5
268,"S10",242,242,1,0.80292,"female","male-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",5.24750,0,-5.24750,1.59690,"2013-12-19 15:54:00",6
269,"S10",242,242,1,1.49830,"female","child-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",4.84520,0,4.84520,0.54772,"2013-12-19 16:11:29",7
270,"S10",242,242,1,0.80292,"female","male-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",8.17850,0,-8.17850,1.18320,"2013-12-19 16:14:09",8
271,"S10",242,242,1,1.49830,"female","child-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",4.84520,0,4.84520,0.54772,"2013-12-19 16:16:48",9
272,"S10",242,242,1,0.80292,"female","male-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",7.94770,0,-7.94770,3.02280,"2013-12-19 16:19:40",10
273,"S10",242,242,1,1.49830,"female","child-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",2.31730,0,2.31730,0.40840,"2013-12-19 16:23:11",11
274,"S10",242,242,1,1.49830,"female","child-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",3.29290,0,3.29290,0.94868,"2013-12-19 16:27:41",12
275,"S10",242,242,1,0.80292,"female","male-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",4.83330,0,-4.83330,0.68920,"2013-12-19 16:31:22",13
276,"S10",242,242,1,0.80292,"female","male-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",6.33330,0,-6.33330,1.18320,"2013-12-19 16:36:40",14
