"id","subject","ref_f0","dir_f0","ref_ser","dir_ser","ref_voice","dir_voice","vocoder","vocoder_name","vocoder_description","threshold","threshold_f0","threshold_ser","sd","response_datetime","i"
381,"S13",242,242,1,0.80292,"female","male-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",3.38560,0,-3.38560,1.29860,"2014-01-22 11:40:28",23
382,"S13",242,242,1,1.49830,"female","child-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",4.84520,0,4.84520,0.54772,"2014-01-22 11:44:49",24
383,"S13",242,242,1,1.49830,"female","child-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",2.30470,0,2.30470,0.43794,"2014-01-22 11:59:53",25
384,"S13",242,242,1,1.49830,"female","child-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",4.51180,0,4.51180,0.83666,"2014-01-22 12:03:41",26
385,"S13",242,242,1,1.49830,"female","child-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",3.79780,0,3.79780,0.79057,"2014-01-22 12:06:45",27
386,"S13",242,242,1,0.80292,"female","male-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",3.87870,0,-3.87870,0.58646,"2014-01-22 12:12:29",28
387,"S13",242,242,1,0.80292,"female","male-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",2.93520,0,-2.93520,0.74570,"2014-01-22 12:16:27",29
388,"S13",242,242,1,1.49830,"female","child-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",5.39050,0,5.39050,1.18320,"2014-01-22 12:20:42",30
389,"S13",242,242,1,1.49830,"female","child-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",2.88630,0,2.88630,0.46001,"2014-01-22 12:24:20",31
390,"S13",242,242,1,1.49830,"female","child-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",2.86540,0,2.86540,0.59161,"2014-01-22 12:28:44",32
391,"S14",242,242,1,1.49830,"female","child-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",9.35010,0,9.35010,1.18320,"2014-01-10 14:30:58",1
392,"S14",242,242,1,1.49830,"female","child-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",3.65480,0,3.65480,1.65830,"2014-01-10 14:34:30",2
393,"S14",242,242,1,1.49830,"female","child-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",5.06900,0,5.06900,0.83666,"2014-01-10 14:37:55",3
394,"S14",242,242,1,0.80292,"female","male-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",5.02370,0,-5.02370,1.23170,"2014-01-10 14:40:40",4
395,"S14",242,242,1,1.49830,"female","child-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",5.09070,0,5.09070,0.77460,"2014-01-10 14:44:26",5
396,"S14",242,242,1,0.80292,"female","male-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",2.36090,0,-2.36090,0.65192,"2014-01-10 14:48:07",6
397,"S14",242,242,1,1.49830,"female","child-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",2.25000,0,2.25000,0.27386,"2014-01-10 14:53:36",7
398,"S14",242,242,1,0.80292,"female","male-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",5.18690,0,-5.18690,0.87096,"2014-01-10 14:57:18",8
399,"S14",242,242,1,1.49830,"female","child-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",2.81900,0,2.81900,1.25500,"2014-01-10 15:32:08",9
400,"S14",242,242,1,0.80292,"female","male-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",4.17850,0,-4.17850,0.82938,"2014-01-10 15:37:06",10
401,"S14",242,242,1,1.49830,"female","child-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",5.01180,0,5.01180,0.83666,"2014-01-10 15:40:59",11
402,"S14",242,242,1,1.49830,"female","child-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",5.75940,0,5.75940,0.54772,"2014-01-10 15:43:57",12
403,"S14",242,242,1,0.80292,"female","male-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",5.41420,0,-5.41420,0.83666,"2014-01-10 15:47:32",13
404,"S14",242,242,1,0.80292,"female","male-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",4.82840,0,-4.82840,1.27280,"2014-01-14 13:42:22",14
405,"S14",242,242,1,0.80292,"female","male-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",6.50000,0,-6.50000,0.83666,"2014-01-14 13:47:11",15
406,"S14",242,242,1,0.80292,"female","male-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",2.54290,0,-2.54290,0.27386,"2014-01-14 13:51:52",16
407,"S14",242,242,1,0.80292,"female","male-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",4.43100,0,-4.43100,1.77870,"2014-01-14 13:55:22",17
408,"S14",242,242,1,0.80292,"female","male-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",2.41670,0,-2.41670,0.25425,"2014-01-14 14:00:04",18
409,"S14",242,242,1,1.49830,"female","child-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",1.72800,0,1.72800,0.22019,"2014-01-14 14:04:09",19
410,"S14",242,242,1,0.80292,"female","male-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",4.40240,0,-4.40240,0.83666,"2014-01-14 14:08:35",20
411,"S14",242,242,1,0.80292,"female","male-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",5.96300,0,-5.96300,1.75580,"2014-01-14 14:11:55",21
412,"S14",242,242,1,0.80292,"female","male-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",4.35180,0,-4.35180,0.43301,"2014-01-14 14:16:22",22
413,"S14",242,242,1,0.80292,"female","male-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",6.22390,0,-6.22390,1.23170,"2014-01-14 14:39:53",23
414,"S14",242,242,1,1.49830,"female","child-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",3.34170,0,3.34170,0.49569,"2014-01-14 14:43:48",24
415,"S14",242,242,1,1.49830,"female","child-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",3.83330,0,3.83330,0.54772,"2014-01-14 14:48:16",25
416,"S14",242,242,1,1.49830,"female","child-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",3.79640,0,3.79640,1.20560,"2014-01-14 14:51:29",26
417,"S14",242,242,1,1.49830,"female","child-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",5.62380,0,5.62380,0.76392,"2014-01-14 14:55:35",27
418,"S14",242,242,1,0.80292,"female","male-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",3.41910,0,-3.41910,1.30380,"2014-01-14 15:00:46",28
419,"S14",242,242,1,0.80292,"female","male-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",0.79029,0,-0.79029,0.14790,"2014-01-14 15:04:30",29
420,"S14",242,242,1,1.49830,"female","child-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",3.52860,0,3.52860,0.80623,"2014-01-14 15:09:15",30
421,"S14",242,242,1,1.49830,"female","child-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",3.78940,0,3.78940,0.47884,"2014-01-14 15:13:04",31
422,"S14",242,242,1,1.49830,"female","child-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",2.57740,0,2.57740,0.67757,"2014-01-14 15:16:19",32
423,"S15",242,242,1,1.49830,"female","child-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",3.78700,0,3.78700,1.37250,"2014-01-13 14:44:34",1
424,"S15",242,242,1,0.80292,"female","male-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",7.84030,0,-7.84030,0.89443,"2014-01-13 14:49:15",2
425,"S15",242,242,1,1.49830,"female","child-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",5.70360,0,5.70360,0.59161,"2014-01-13 14:52:33",3
426,"S15",242,242,1,0.80292,"female","male-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",5.74750,0,-5.74750,0.83666,"2014-01-13 14:56:19",4
427,"S15",242,242,1,0.80292,"female","male-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",6.06070,0,-6.06070,1.59800,"2014-01-13 14:59:43",5
428,"S15",242,242,1,1.49830,"female","child-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",4.11790,0,4.11790,0.47884,"2014-01-13 15:04:18",6
429,"S15",242,242,1,1.49830,"female","child-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",5.54390,0,5.54390,1.05460,"2014-01-13 15:08:23",7
430,"S15",242,242,1,0.80292,"female","male-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",6.86190,0,-6.86190,1.24560,"2014-01-13 15:12:28",8
431,"S15",242,242,1,1.49830,"female","child-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",3.74650,0,3.74650,0.78719,"2014-01-13 15:44:51",9
432,"S15",242,242,1,0.80292,"female","male-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",5.72730,0,-5.72730,0.70101,"2014-01-13 15:49:25",10
433,"S15",242,242,1,0.80292,"female","male-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",4.70120,0,-4.70120,0.77043,"2014-01-13 15:53:44",11
434,"S15",242,242,1,0.80292,"female","male-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",5.35700,0,-5.35700,1.14020,"2014-01-13 15:58:11",12
435,"S15",242,242,1,0.80292,"female","male-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",8,0,-8,1.38460,"2014-01-13 16:01:55",13
436,"S15",242,242,1,1.49830,"female","child-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",4.62720,0,4.62720,1.48270,"2014-01-13 16:04:54",14
437,"S15",242,242,1,1.49830,"female","child-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",4.50490,0,4.50490,1.14020,"2014-01-13 16:09:05",15
438,"S15",242,242,1,0.80292,"female","male-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",6.24260,0,-6.24260,0.82938,"2014-01-13 16:12:40",16
439,"S15",242,242,1,1.49830,"female","child-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",5.34520,0,5.34520,2.58840,"2014-01-21 13:14:59",17
440,"S15",242,242,1,0.80292,"female","male-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",6.86190,0,-6.86190,1.75180,"2014-01-21 13:19:00",18
441,"S15",242,242,1,0.80292,"female","male-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",5.55130,0,-5.55130,0.52030,"2014-01-21 13:22:02",19
442,"S15",242,242,1,0.80292,"female","male-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",3.91420,0,-3.91420,0.88076,"2014-01-21 13:26:06",20
443,"S15",242,242,1,1.49830,"female","child-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",6.47140,0,6.47140,2.48310,"2014-01-21 13:30:14",21
444,"S15",242,242,1,1.49830,"female","child-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",8,0,8,1.34160,"2014-01-21 13:34:03",22
445,"S15",242,242,1,1.49830,"female","child-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",3.25840,0,3.25840,0.89443,"2014-01-21 14:05:07",23
446,"S15",242,242,1,0.80292,"female","male-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",4.47630,0,-4.47630,1.76210,"2014-01-21 14:09:17",24
447,"S15",242,242,1,1.49830,"female","child-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",5.09270,0,5.09270,1.36900,"2014-01-21 14:13:01",25
448,"S15",242,242,1,1.49830,"female","child-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",1.71200,0,1.71200,0.79116,"2014-01-21 14:18:11",26
449,"S15",242,242,1,1.49830,"female","child-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",4.31800,0,4.31800,0.72874,"2014-01-21 14:24:08",27
450,"S15",242,242,1,0.80292,"female","male-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",6.80470,0,-6.80470,0.77460,"2014-01-21 14:33:10",28
451,"S15",242,242,1,0.80292,"female","male-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",3.56900,0,-3.56900,0.83666,"2014-01-21 14:35:56",29
452,"S15",242,242,1,0.80292,"female","male-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",5.09170,0,-5.09170,0.53619,"2014-01-21 14:39:04",30
453,"S15",242,242,1,1.49830,"female","child-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",3.27020,0,3.27020,0.60386,"2014-01-21 14:44:46",31
454,"S15",242,242,1,1.49830,"female","child-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",4.37030,0,4.37030,1.25810,"2014-01-21 14:49:57",32
455,"S16",242,242,1,1.49830,"female","child-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",6.09760,0,6.09760,1.18320,"2014-01-14 15:55:13",1
456,"S16",242,242,1,1.49830,"female","child-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",6.41420,0,6.41420,1.35440,"2014-01-14 15:58:21",2
457,"S16",242,242,1,1.49830,"female","child-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",4.47980,0,4.47980,0.63246,"2014-01-14 16:02:20",3
458,"S16",242,242,1,0.80292,"female","male-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",2.74900,0,-2.74900,1.15400,"2014-01-14 16:05:45",4
459,"S16",242,242,1,1.49830,"female","child-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",6.99800,0,6.99800,1.14020,"2014-01-14 16:09:39",5
460,"S16",242,242,1,0.80292,"female","male-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",4.34520,0,-4.34520,0.83666,"2014-01-14 16:15:00",6
461,"S16",242,242,1,1.49830,"female","child-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",6.02370,0,6.02370,0.54772,"2014-01-14 16:18:03",7
462,"S16",242,242,1,0.80292,"female","male-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",5.05720,0,-5.05720,0.77460,"2014-01-14 16:20:51",8
463,"S16",242,242,1,1.49830,"female","child-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",2.41670,0,2.41670,0.67718,"2014-01-14 16:28:37",9
464,"S16",242,242,1,0.80292,"female","male-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",3.02860,0,-3.02860,0.99030,"2014-01-14 16:32:30",10
465,"S16",242,242,1,1.49830,"female","child-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",5.32740,0,5.32740,0.78513,"2014-01-14 16:37:24",11
466,"S16",242,242,1,1.49830,"female","child-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",4.20360,0,4.20360,1.98400,"2014-01-14 16:42:06",12
467,"S16",242,242,1,0.80292,"female","male-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",5.04040,0,-5.04040,1.60670,"2014-01-14 16:46:12",13
468,"S16",242,242,1,0.80292,"female","male-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",3.30130,0,-3.30130,0.63246,"2014-01-14 16:51:19",14
469,"S16",242,242,1,0.80292,"female","male-vtl",3,"n-12ch-4ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 4, 300 Hz envelope cutoff.",3.92500,0,-3.92500,1.32130,"2014-01-14 16:54:43",15
470,"S16",242,242,1,0.80292,"female","male-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",3.12030,0,-3.12030,0.81833,"2014-01-14 16:59:02",16
471,"S16",242,242,1,0.80292,"female","male-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",5.80650,0,-5.80650,2.03530,"2014-01-28 15:44:46",17
472,"S16",242,242,1,0.80292,"female","male-vtl",6,"n-12ch-8ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 8, 300 Hz envelope cutoff.",3.16320,0,-3.16320,0.35051,"2014-01-28 15:52:00",18
473,"S16",242,242,1,1.49830,"female","child-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",2.70960,0,2.70960,0.41833,"2014-01-28 15:56:36",19
474,"S16",242,242,1,0.80292,"female","male-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",2.10180,0,-2.10180,0.74570,"2014-01-28 16:00:03",20
475,"S16",242,242,1,0.80292,"female","male-vtl",8,"n-12ch-8ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 8, 300 Hz envelope cutoff.",4.92260,0,-4.92260,0.88562,"2014-01-28 16:04:08",21
476,"S16",242,242,1,0.80292,"female","male-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",3.93930,0,-3.93930,0.79328,"2014-01-28 16:09:00",22
477,"S16",242,242,1,0.80292,"female","male-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",4.24410,0,-4.24410,0.80623,"2014-01-28 16:12:48",23
478,"S16",242,242,1,1.49830,"female","child-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",4.35700,0,4.35700,1.24500,"2014-01-28 16:16:14",24
479,"S16",242,242,1,1.49830,"female","child-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",3.01780,0,3.01780,0.85251,"2014-01-28 16:23:22",25
480,"S16",242,242,1,1.49830,"female","child-vtl",1,"n-12ch-4ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 4, 300 Hz envelope cutoff.",2.62870,0,2.62870,0.67718,"2014-01-28 16:27:50",26
481,"S16",242,242,1,1.49830,"female","child-vtl",4,"n-12ch-4ord-6mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 6 mm, order 4, 300 Hz envelope cutoff.",5.19770,0,5.19770,0.93446,"2014-01-28 16:31:51",27
482,"S16",242,242,1,0.80292,"female","male-vtl",7,"n-12ch-8ord-4mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 4 mm, order 8, 300 Hz envelope cutoff.",6.23920,0,-6.23920,0.58646,"2014-01-28 16:36:02",28
483,"S16",242,242,1,0.80292,"female","male-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",1.56560,0,-1.56560,0.87450,"2014-01-28 16:40:10",29
484,"S16",242,242,1,1.49830,"female","child-vtl",2,"n-12ch-4ord-2mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 2 mm, order 4, 300 Hz envelope cutoff.",2.95960,0,2.95960,0.25425,"2014-01-28 16:45:34",30
485,"S16",242,242,1,1.49830,"female","child-vtl",5,"n-12ch-8ord-0mm","Noise-band vocoder, 12 bands from 150 to 7000 Hz, shift of 0 mm, order 8, 300 Hz envelope cutoff.",2.75250,0,2.75250,0.96714,"2014-01-28 16:49:34",31
